Course Code,Course Name,Course URL,Offering Terms,Enrolment Conditions,Outline URL,Overview 
BLDG4023,Construction Value Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/BLDG4023/,Term 3,Program Prerequisite:4522 or Program 3332 with WAM of 65 or over,http://www.be.unsw.edu.au,"This course develops an understanding of the fundamentals of value management in building design and construction.  Students will engage with methodology used in value management and the different techniques that are used in value management studies.  The course will address value, value for money, value management processes, techniques and roles and responsibilities."
BLDG4024,Business Intelligence & Data Analytics,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/BLDG4024/,Term 1,Program Prerequisite:4522 or Program 3332 with WAM of 65 or over,http://www.be.unsw.edu.au,"This course is an introduction to research, data analytics and business intelligence (BI), and is of high relevance to the construction and property industries considering the amount of data generated by organisations and their projects. For example, project health and safety data, marketing strategies of companies, extreme weather conditions, building energy consumption, contractors’ bidding behaviours, organisational performance and productivity data, employee absenteeism rate, rental and sales trends, etc. The ability to store, retrieve and analyse relevant data is often touted to be one of the key factors driving company competitiveness and success. As such, the aims of this course are to introduce students to the fundamental of business research and information management and develop students’ competence to designing appropriate instruments, gathering and filtering out information and thereafter delivering the gems of knowledge to the right decision makers for strategy formulation and actions."
BLDG4501,Thesis Foundation,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/BLDG4501/,Term 1,Program Prerequisite:4522 or Program 3332 with WAM of 65 or over,http://www.be.unsw.edu.au,"This course is a pre-requisite for BLDG 4502 Thesis Program and must be satisfactorily completed before you are eligible to advance to the latter course. It is a 2-term course. In this course, you will be introduced to the fundamentals of research, which may include processes such as: formulation of research problem (question), aim and objectives; review of literature; formulation of research design, methods and data collection tools. It follows that you are required to prepare a thesis proposal for your selected topic at the conclusion of this thesis foundation course."
BLDG4504,Thesis,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/BLDG4504/,Term 3,Prerequisite: BLDG4501 or BENV4000,http://www.handbook.unsw.edu.au/general/2018/SSAPO/previousEditions.html,"This course aims to introduce students to the fundamentals of research development and implementation in the construction management and property discipline, and enable students to gain exposure to research implementation processes. Students will engage with the types of research approaches, designs, methods and data collection processes; the analysis of quantitative and qualitative data; the presentation of research findings; and the writing of a thesis report."
CDEV1112,Creating Your Career: Employability for the Future,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CDEV1112/,"Term 1, Term 2, Term 3", ,https://student.unsw.edu.au/workplace,
CDEV3000,Practice of Work,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CDEV3000/,"Summer Term, Term 1, Term 2, Term 3", ,https://unsw.sharepoint.com/:f:/s/WIL/EuiKNTmblupKkAzWhHsIieMBri5xFLWAkHIdJyNr8TUuEw?e=DEwtlT,"This course has been designed to enable students to integrate theory with the practice of work. Students will learn about professional practice and develop their personal capabilities for lifelong learning and work. The course centres on engaging with external partners (e.g. industry, community, government) by working on real-world projects, under the guidance of academic and workplace supervisors. Academic supervisors aim to maximise the learning from these activities with specialised support."
CDEV3001,WIL Experience Term,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CDEV3001/, , ,http://www.handbook.unsw.edu.au/general/2018/SSAPO/previousEditions.html,"The WIL Experience Term enables students to work directly with a partner organisation to undertake a substantive industry or community project, either locally or overseas, under supervision from UNSW academic staff. This course is designed to help students extend and deepen their academic knowledge of their discipline and their personal and professional skills and capabilities. Students work in interdisciplinary groups to solve real-world problems provided by the partner organisation. The course is available to domestic and international students and can be undertaken as a General Education course."
CEIC1000,Sustainable Product Engineering and Design,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC1000/,Term 3, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
This course is an introduction to process/product engineering and design in which the technical, environmental, social, economic and marketing aspects involved in the manufacture of products ranging from everyday consumer goods (food, pharmaceuticals, etc.) to water and industrial chemicals are examined. Students will be taught to determine material and energy inputs and outputs for production as well as use of flowsheets and other graphical representations. Issues with respect to the sustainability, safety, engineering profession and careers are introduced, Laboratory, Pilot Plant or Industry visits will be incorporated into the course to reinforce understanding of the manufacturing process. Students will also gain skills in information literacy via accessing and analysing sources of engineering and chemistry related information.
                                  "
CEIC2000,Material and Energy Systems,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2000/,"Term 1, Term 2",Pre-requisites:  PHYS1121 or PHY1131,http://courseoutlines.ceic.unsw.edu.au/login.asp,"In this course students will learn sufficient thermodynamics and problem solution strategies to be able to apply thermodynamic concepts with material and energy balances to chemical process problems involving several unit operations and involving chemical reactions. This will include study of the first and second law of thermodynamics, vapour liquid equilibria for pure components, heats of phase change, heats of reaction and example applications such as refrigeration and power plants. This course is part of the chemical engineering design stream and thus culminates in a significant design exercise. "
CEIC2001,Fluid and Particle Mechanics,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2001/,"Term 1, Term 3",Pre-requisites:  PHYS1121 or PHY1131,http://courseoutlines.ceic.unsw.edu.au/login.asp,
CEIC2002,Heat and Mass Transfer,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2002/,Term 2,Prerequisite:CEIC2001,http://courseoutlines.ceic.unsw.edu.au/login.asp,
CEIC2004,Industrial Chemistry for Chemical Engineers,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2004/, ,Pre-requisites: CHEM1821 or CHEM1021 or DPST1032 or CHEM1041,http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
This course covers the main aspects of applied chemistry in a context especially designed for chemical engineers. The course is divided into three main parts: inorganic chemistry and chemistry of elements, organic chemistry and petro-chemistry, chemistry in solution and colloid chemistry. The production of all main elements ranging from gases to metals is covered as well as their most important compounds. Key organic chemistry reactions will be illustrated to assist understanding the processes taking place in the industrial production of chemicals. We cover important petrochemical reactions starting from the refinery of oil to the production of some main chemicals in industry including the synthesis of polymers. Finally, we will focus particular aspects of chemistry in solution such as compound solvent interaction, the behaviour of particles and polymers in solution.
                                  "
CEIC2005,Chemical Reaction Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2005/,"Summer Term, Term 2","Prerequisite: CEIC2000
Co-requisite: MATH2089 or MATH2301",http://courseoutlines.ceic.unsw.edu.au/login.asp,"Applied physical chemistry, kinetics and reaction engineering. Thermodynamic concepts related to Gibbs free energy as applied to phase equilibria and kinetics are illustrated and expanded. In this course, the student will learn the key concepts of chemical reaction kinetics (such as order of reactions, elemental reactions, reaction mechanisms, steady state kinetics, temperature dependence of chemical reactions, the influence of catalysts on the reaction kinetics etc.) and how these kinetic concepts can be employed to choose and operate a suitable reactor for a certain reaction. Reaction kinetics and thermodynamics are interlinked: One tells you how fast a reaction is, the other tells you whether the reaction will proceed at all. Finally, kinetics and thermodynamics are applied in reaction engineering. "
CEIC2007,Chemical Engineering Lab A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2007/,Term 3, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"This course is designed to consolidate your understanding of basic principles in chemical engineering and develop your skills in planning, experimental technique including data acquisition, and analysis. Working in teams of 2, you will be assigned a range of experiments to complete during the term. You will develop your writing, presentation and critical analytical skills through marking feedback meetings organised with the academic in charge of each experiment."
CEIC2009,Material and Energy Balances in the Chemical Process Industry,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC2009/,Term 3, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
In this course, the relationships between the integration of thermodynamics and mass and energy balance in chemical plants are elucidated. Students will learn to solve chemical process problems involving several unit operations, gases and liquids, recycle, bypass or purge streams and   chemical reactions. More detailed mechanisms of mass transfer such as diffusion and convection will be provided for fixed and free interfaces and for simple geometries. Particular emphasis will be placed on using these concepts to show how the interactions between chemical process plant and the environment arise and how the same concepts are used to control or mitigate the interactions.
                                  "
CEIC3000,Process Modelling and Analysis,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3000/,"Term 1, Term 3",Prerequisite: CEIC2002 and CEIC2005 and MATH2089 and (MATH2019 or MATH2018),http://courseoutlines.ceic.unsw.edu.au/login.asp,"The previous course name was Chem Eng Fundamentals 3.System modelling, analysis and optimisation. This subject deals with the formulation of reliable mathematical models for the purpose of process design, control, and optimisation. Students will therefore be equipped with skills in the derivation of phenomenological models based on the application of conservation laws to various chemical and biological processes. Analytical tools for the solution of ODE's, linear and nonlinear , representing initial value and boundary value problems. Treatment of PDS's as well as integral transform techniques. Illustrative examples involving lumped and distributed processes, discrete systems as well as multivariable (matrix) methods.Attention will be also given to nonlinear features identification- steady state multiplicity and bifurcation analysis. For situations where closed form solutions are unattainable, approximate methods are sought. Thus, the subject will also cover numerical methods for algebraic, ODE's and PDE's. The use of numerical differentiation and interpolation in process analysis will also be examined. Finally we will consider process optimisation methods for unstrained and constrained mono- and multi-variable systems. Linear programming followed by elementary nonlinear programming principles are also presented.This course replaces CHEN3011, CHEN3012."
CEIC3001,Advanced Thermodynamics and Separation,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3001/,"Term 1, Term 3","Pre-requisites: CEIC2000, CEIC2001, CEIC2002, CEIC2005",http://courseoutlines.ceic.unsw.edu.au/login.asp,"In this course, the student will learn to apply his or her fundamental knowledge of transport phenomena with concepts in thermodynamics to develop models for industrial separation operations, in conjunction with additional study of thermodynamics of phase equilibria for multi-component systems. The modelling will include graphical, shortcut, and rigorous models for stagewise operations. Separation operations examined include liquid-liquid extraction, binary and multicomponent distillation, azeotropic, extractive and reactive distillation; solid-liquid extraction and absorption. The student will learn how to synthesize separation sequences in a way to conserve energy and minimise capital losses."
CEIC3002,Experimental Practice,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3002/, ,"Prerequisite: CEIC2000,CEIC2005,CEIC3003",http://courseoutlines.ceic.unsw.edu.au/login.asp,"Advanced laboratory practice, data analysis and technical communications are the focus for this course. Theoretical concepts in chemical engineering will be reinforced by experience with experimental apparatus. As a component of this course, experimental design which deals with the design and analysis of experiments with respect to the chemical and process industries will be included. Students will undertake experiments, data analysis, and provide reports in oral and written form."
CEIC3003,Chemical Engineering Laboratory,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3003/, , ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Pre requisites: CEIC2001, CEIC2002 and MATH2089. This course is an introduction to laboratory work in chemical engineering including technical report writing, flow sheet preparation, information retrieving and data processing techniques. Principles and applications for chemical analysis are presented. Experiments in this subject are designed for students to gain practical experience in applying chemical engineering fundamentals and instrumental analysis."
CEIC3004,Process Equipment Design,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3004/,Term 2,"Pre-requisites: CEIC2000, CEIC2001, CEIC2002, CEIC3001",http://courseoutlines.ceic.unsw.edu.au/login.asp,"This course teaches the student about selection and design of chemical process equipment and the use of simulation software as an aid to equipment design. The student will be introduced to a wide range of process equipment for different processing operations such as heat exchangers, chemical reactors and separations equipment including air and water pollution treatment equipment. The reason for this is so that the student can make equipment selection decisions in designing chemical process plants in later studies and in engineering practice. In order to appreciate the depth of and gain the skills involved with the detailed design of equipment, the student will do detailed studies in aspects of equipment design for several process units such as a heat exchanger, a pressure vessel and a distillation column. These designs will encompass aspects of design criteria specification, materials selection especially for processes with special requirements such as food processes, the importance of relevant design standards and legal requirements, and detailed mechanical design. This course is part of the chemical engineering design stream and thus the submission of a satisfactory design portfolio is part of the requirements for successful completion of the course."
CEIC3005,Process Plant Design,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3005/,"Term 1, Term 3","Pre-requisites: CEIC2000, CEIC2001, CEIC2002",http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
The previous course name was Chem Eng Design 3B.This course teaches the student the basic steps involved in designing chemical processing plants, starting from a simple statement of concept through to the development of block diagrams, a process flowsheet and finally a piping and instrumentation diagram based on fundamental plant and equipment design and control principles. Various aspects of process design and analysis will be integrated with this including process economics, process simulation, control system design and risk analysis tools such as HAZOP, HAZAN and HACCP. Specific requirements for particular process types, such as food processing, will be addressed. This course is part of the chemical engineering design stream and thus the submission of a satisfactory design portfolio is part of the requirements for successful completion of the course.This course replaces CHEN3067 and CHEN3068.
                                  "
CEIC3006,Process Dynamics and Control,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3006/,Term 2,"Pre-requisites: CEIC2000, MATH2018 or MATH2019, MATH2089",http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
The previous course name was Chem Eng Design 3C.The primary focus of this course is the analysis of the dynamics of chemical processes and the design of automatic control systems.  Typical process dynamics are modelled using transfer functions and their implication on process control/operation is analysed. Empirical dynamic modelling techniques for both continuous and discrete time models are covered.  The fundamental concepts of feedback/feedforward control are introduced, following by a an overview of process instrumentation and the heuristic process control rules and schemes for typical process units.  Quantitative control design is then introduced suing the example of PID control.  The concept of and conditions on control system stability and the control performance design are discussed. The model based control methods are presented including internal model control, direct synthesis and control design based on frequency response. More advanced control topics including cascade control, multiloop control, batch process control and digital control complete the course. The students will be familiarized with the numerical stimulation and computer aided control design environment by the extensive use of MATLAB/Simulink software. Laboratory components are designed to help students understand the control theory and familiarize themselves with the typical process control equipment. This course replaces CHEN3070 and CHEN4070. Textbook: D. E. Seborg, T. F. Edgar, D. A. Mellichamp, Process Dynamics and Control 2nd Edition, John Wiley & Sons, 2004.
                                  "
CEIC3007,Chemical Engineering Lab B,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC3007/, , ,http://courseoutlines.ceic.unsw.edu.au/login.asp,This course is designed to develop and extend your skills in designing and executing experimental investigation of chemical engineering problems. Each of three assigned problems has an open-ended nature and will require you to plan and execute laboratory work over two four hour lab sessions in consecutive weeks.
CEIC4000,Environment and Sustainability,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4000/,"Term 1, Term 2", ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"This course aims to develop a profound understanding of concepts of environmental and social responsibility and professional ethics, both in the wider sense and as they relate to the specific context of chemical engineering and industrial chemistry. A number of the world's most pressing environmental challenges will be examined in terms of their underlying physical, chemical and socio-political causes. Concepts of sustainability will be introduced in this context and students encouraged to make their own evaluations of the various uses of this term. The student will learn about, and learn to critically assess, the various approaches to quantifying, managing and reducing adverse environmental and social impacts, such as life cycle analysis, environmental laws, codes of practice and recycling. This, in combination with the technological expertise gained in earlier courses, will allow the student to exercise informed, ethical and critical judgement in his or her professional decision making as it relates to social and environmental matters."
CEIC4001,Process Design Project,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4001/,Term 1,Prerequisite: CEIC3004 and CEIC3005 and CEIC3006,http://courseoutlines.ceic.unsw.edu.au/login.asp,Please Note: Pre-requisites: at least 144 UOC taken in Industrial Chemistry or Chemical Engineering programs.  No exclusions. 
CEIC4002,Thesis A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4002/, ,Prerequisite: CEIC3004 and CEIC3005 and CEIC3006,http://courseoutlines.ceic.unsw.edu.au/login.asp,"You must identify a supervisor and project prior to enrolling in this course. For details, see:"
CEIC4006,Thesis Advanced,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4006/, ,Prerequisite: at least 144 Units taken in Chemical  Eng or Industrial Chem programs and excludes CEIC4003 & CEIC4005,http://courseoutlines.ceic.unsw.edu.au/login.asp,Higher level theoretical and experimental research on a selected topic in chemical engineering as proposed in CEIC4002 will be undertaken under the guidance of an academic staff member. Complete theoretical and experimental work will be presented orally and in written form of a thesis and draft manuscript for submission to a scientific journal appropriate for the discipline. The course is taken in replacement of CEIC4003 for those students desiring a more intensive research experience. This course replaces CEIC4003 and one 6 UOC professional elective.
CEIC4007,Product Design Project Thesis A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4007/,Term 1, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Design and creative development is the engine of growth for economies and industry product portfolios.  Chemical products touch consumers the world over, delivering innovations in pharmaceuticals, advanced materials, cosmetics, and foods. This course will enable students to explore global corporate innovations through case studies and active working groups, map consumer and market needs, and develop an intellectual property strategy as well as a working product prototype. Industry partners will work with students to explore, create, and assess their products as they go. Whether interested in developing new innovations for existing companies or for their own entrepreneurial efforts, students will gain confidence and independence that will make real contributions to the global economy."
CEIC4008,Product Design Project Thesis B,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4008/,Term 2, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Design and creative development is the engine of growth for economies and industry product portfolios.  Chemical products touch consumers the world over, delivering innovations in pharmaceuticals, advanced materials, cosmetics, and foods. This course will enable students to explore global corporate innovations through case studies and active working groups, map consumer and market needs, and develop an intellectual property strategy as well as a working product prototype. Industry partners will work with students to explore, create, and assess their products as they go. Whether interested in developing new innovations for existing companies or for their own entrepreneurial efforts, students will gain confidence and independence that will make real contributions to the global economy."
CEIC4951,Research Thesis A,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4951/,"Summer Term, Term 1, Term 2, Term 3",Prerequisite: Completion of 126 UOC and completion of 3rd year core,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Research Thesis is an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis."
CEIC4952,Research Thesis B,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4952/,"Summer Term, Term 1, Term 2, Term 3",Prerequisite: Completion of Research Thesis A (4951),http://courseoutlines.ceic.unsw.edu.au/login.asp,"Research Thesis s an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis."
CEIC4953,Research Thesis C,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4953/,"Term 1, Term 2, Term 3",Prerequisite: Completion of Research Thesis B (4952),http://courseoutlines.ceic.unsw.edu.au/login.asp,"Research Thesis is an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis."
CEIC4954,Research Thesis Extension,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC4954/,"Term 2, Term 3", ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"This course will provide students with an opportunity to go extend their thesis project by exploring their research problem in more breadth &/or depth. The work students do for this course will build on the work completed in CEIC4951 and CEIC4952, and complement the work being undertaken for CEIC4953."
CEIC6004,Advanced Polymers,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC6004/, ,Prerequisite: POLY3000,http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
We will explore exciting macromolecular chemistry in a range of selected cutting edge research fields. The course is given by experts in their respective fields and has segments on reversible addition fragmentation chain transfer (RAFT) polymerization, atom transfer radical polymerization (ATRP), Ziegler-Natta Polymerization as well as the application of well-defined polymers for drug delivery and biomedical applications. The course is designed as an interactive discourse between students and lecturer. The students are actively engaged in judging current scientific research papers as well as developing new research strategies.A significant component of the course is the completion of a major piece of self-directed learning in an advanced polymer topic.If you are undertaking honours, Masters or PhD research in the field of polymer science, this course is highly recommended.
                                  "
CEIC6005,Fuel and Energy,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC6005/,Term 1,Prerequisites: (MATS1101 OR CHEM1011 OR DPST1031 OR CHEM1021 OR DPST1032) AND CEIC2000 AND CEIC2002,http://courseoutlines.ceic.unsw.edu.au/login.asp,"
              
Current energy resources and alternatives for the future. Basic princples of fuel conversion processes: gasification, carbonisation, oil refining etc. Introduction to combustion of solid, liquid and gaseous (fossil) fuels. Fundamentals of combustion science and engineering. Fuel plant technology. Energy management and technologies for the efficient use of fuel.This course replaces CEIC6205, CEIC6209.Exclusions: FUEL0040, CEIC6205, CEIC6209.
                                  "
CEIC6711,Complex Fluids Microstructure and Rheology,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC6711/,Term 1, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"The link between molecules and the macroscopic properties we measure depends on the microscale and mesoscale structures the molecules form in complex fluids like emulsions, foams, aerosols, and particle dispersions. Study of complex fluids encompasses many applications: Food formulation and  processing, Pharmaceutical development and testing, and Specialty Fluid Chemical Products. Complex fluid structures interact at the mesoscale to impart properties such as texture, viscosity, colour, taste, and feel. This course covers the structures that molecules can form, why interfaces are so important to the properties of materials, and the fundamental forces and energies involved in their equilibrium and kinetic behaviour. We will look at the large-scale consequences of these structures in terms of Newtonian and non-Newtonian fluids and see how rheology in turn influences mixing, dispersing, stability and shelf-life. Through case studies and our own investigations, we will look in detail at the theoretical, experimental and analytical advances across a range of different applications of complex fluids."
CEIC6712,Pharmaceutical Design and Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC6712/,Term 2, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Students will learn how to design, develop and evaluate pharmaceutical and nutraceutical agents in line with research and industry methods, where chemical engineers, nutritionists and medical researchers work together to transform raw materials and small molecular agents to valuable pharma products. The contents will cover a broad range of competencies in pharmaceutical and nutraceutical sectors, including drug delivery, pharmaceutical design and processing, nanotechnology, drug regulation and approval, with emphasis on new technology innovation, translational process and commercialised healthcare-related products. The course will be offered in collaboration with relevant pharmaceutical/nutraceutical/biotechnology companies, allowing students to use knowledge and skills to solve drug development problems currently challenging the pharmaceutical and nutraceutical industry."
CEIC6789,Data-driven Decision Making in Chemical Engineering and Food Science,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC6789/,Term 2, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,"The recent surge in the volume of data collected owing to technological advances provides opportunities to improve processes and take better decisions across various industries. However, in order to turn large data sets into useful insights, combining the knowledge of right data with right analytical tools is important. Data-driven decision making is an industry-oriented course where students learn data management and analytic skills through a major project and real case studies from the School’s research strengths/industrial experience in chemical engineering and food science. The course covers advanced methods for obtaining, handling and summarising various categories of data with databases. The course will also focus on how to analyse the collected data efficiently by applying sophisticated analytical techniques including statistical tests, inferences and regression analysis. "
CEIC8102,Advanced Process Control,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC8102/,Term 3,pre-requisites: CEIC3006,http://courseoutlines.ceic.unsw.edu.au/login.asp,"Concepts of linear Multi-Input Multi-Output (MIMO) systems, state-space representation of process systems, linear spaces and linear operators, controllability and observability analysis, Lyapunov stability analysis, stability of interconnected systems, linear optimal control, frequency-domain analysis and controller synthesis for MIMO process systems. Introduction to model predictive control, system identification, robus control, decentralised control. In addition, there will be a project component on an individual study basis. The individual study project is to be chosen in the areas identified by codes A-Artificial Intelligency, F-Computer Modelling and Design and Q-Process Control advanced (see School for details)."
CEIC8204,Topics in Business Management in Chemical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC8204/,Term 2, ,http://courseoutlines.ceic.unsw.edu.au/login.asp,
CEIC8341,Membrane Processes,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CEIC8341/,Term 3,"Prerequisites: CEIC2001, CEIC2002",http://courseoutlines.ceic.unsw.edu.au/login.asp,Please note that CEIC2001 (Fluid and particle mechanics) and CEIC2002 (heat and mass transfer) are prerequisites to enrol in CEIC8341
CHEM1001,Introductory Chemistry,https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1001/,Term 1,"Exclusion: CHEM1011, CHEM1031, CHEM1051, CHEM1831",http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"Introductory Chemistry is designed for students entering University with little or no previous background in Chemistry. The course will provide basic descriptions of atomic and molecular structure, nomenclature, the Periodic Table, stoichiometry, equilibrium, kinetics, common reaction types, acids and bases, and the fundamentals of organic chemistry. Note: Enrolment in CHEM1001 is not recommended for students who have already achieved an adequate performance in HSC Chemistry (or equivalent).CHEM1001 does not qualify as a prerequisite for any UNSW course, and students intending to progress to Level II Chemistry must subsequently complete, in sequence, CHEM1011/CHEM1021, or CHEM1031/1041. Students who complete CHEM1001 can count this course as a Level 1 course towards the total units of credit (UoC) for the Science component of their degree. Students who are currently enrolled in, or have already completed, any CHEM course, or MATS1101, or an equivalent course, are not eligible to enrol in CHEM1001."
CHEM1011,"Chemistry 1A: Atoms, Molecules and Energy",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1011/,"Term 1, Term 2, Term 3", ,http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"This course builds on an elementary knowledge of chemistry (equivalent to one year of high school chemistry, such as Year 11 chemistry, or CHEM1001 at UNSW) to explore the quantum mechanical structure of atoms leading to an understanding of the periodic trends in the properties of the elements. This knowledge is applied to understanding chemical bonding and intermolecular forces which together are responsible for determining the properties of materials. General principles of chemical equilibrium are developed and applied to chemical reactions involving acids and bases. The applications of the laws of Thermodynamics to chemical processes are described and ultimately linked to chemical equilibrium. The course includes an overview of chemical reactions involving electron transfer, including their applications in biology, corrosion and energy storage for portable electronic devices. "
CHEM1021,"Chemistry 1B: Elements, Compounds and Life",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1021/,"Term 1, Term 2, Term 3",Prerequisite: CHEM1011 or CHEM1031.		,http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"CHEM1021 deals with a range of fundamental concepts that can be used to explain various phenomena in chemistry, biology and material science. It enables students to develop further their knowledge of Chemistry and probes a diverse range of molecules and their reactions, focusing on applications such as drug development, functional materials, environmental chemistry, and renewable energies."
CHEM1031,"Higher Chemistry 1A: Atoms, Molecules and Energy",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1031/,Term 1,Prerequisite: Must be enrolled in a program with the option of a CHEM major,http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"This course builds on an elementary knowledge of chemistry (equivalent to two years of high school chemistry, such as Year 12 chemistry, or CHEM1001 at UNSW) to explore the quantum mechanical structure of atoms leading to an understanding of the periodic trends in the properties of the elements. This knowledge is applied to understanding chemical bonding and intermolecular forces which together are responsible for determining the properties of materials. General principles of chemical equilibrium are developed and applied to chemical reactions involving acids and bases. The applications of the laws of Thermodynamics to chemical processes are described and ultimately linked to chemical equilibrium. The course involves an overview of chemical reactions involving electron transfer, including their applications in biology, corrosion and energy storage for portable electronic devices."
CHEM1041,"Higher Chemistry 1B: Elements, Compounds and Life",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1041/,Term 2,"Prerequisite: CHEM1031, or CHEM1011 with a credit or above.",http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"CHEM1041 deals with a range of fundamental concepts that can be used to explain various phenomena in chemistry, biology and material science. It enables students to develop further their knowledge of Chemistry and probes a diverse range of molecules and their reactions, focusing on applications such as drug development, functional materials, environmental chemistry, and renewable energies."
CHEM1051,"Higher Chemistry 1A (Medicinal): Atoms, Molecules and Energy",https://www.handbook.unsw.edu.au/undergraduate/courses/2020/CHEM1051/,Term 1,Prerequisite: Enrolment in the Bachelor of Medicinal Chemistry (3999 or 3992) or Bachelor of Medicinal Chemistry/Law program,http://www.chemistry.unsw.edu.au/current-students/undergraduate/courses/course-outlines,"This course builds on an elementary knowledge of chemistry (equivalent to two years of high school chemistry, such as Year 12 chemistry, or CHEM1001 at UNSW) to explore the quantum mechanical structure of atoms leading to an understanding of the periodic trends in the properties of the elements. This knowledge is applied to understanding chemical bonding and intermolecular forces which together are responsible for determining the properties of materials. General principles of chemical equilibrium are developed and applied to chemical reactions involving acids and bases. The applications of the laws of Thermodynamics to chemical processes are described and ultimately linked to chemical equilibrium. The course concludes with an overview of chemical reactions involving electron transfer, including their applications in biology, corrosion and energy storage for portable electronic devices."
